ICA1_best,ICA2_best
0.10987342056022803,0.09056524728071903
0.0860213439582682,-0.011980173209149892
0.07626194440913701,0.07182076914853257
0.10271221953562423,0.1462761584115033
0.012167352482730138,0.05940598589953782
0.08778394738183072,0.10934366820351855
0.08597597201550715,0.060279606740706676
0.05464801322231616,0.08671844039436805
0.09057976163503349,0.03844809787821308
0.08823298486289999,0.04819325019148513
0.11366568763862514,0.07418003487008851
0.06716770084580784,0.026085754719743115
0.07231808545574304,0.034921463702375456
0.1183772681866987,0.05881541695142251
0.14738765134622145,0.11732581038571704
0.061596362852221316,0.09654293677899381
0.050986105188429866,0.12182660395982296
0.03683266324451848,0.08748655939552549
0.09175059522913517,0.13196801572868982
0.0603728998810608,0.06669288471072049
0.10506072243434482,0.057754119256742606
0.028735425493765846,0.030516419036464695
0.08415088133435893,0.005756620409509431
0.05844912897692475,-0.01223663843101869
0.05273636209190229,-0.0030026156158338446
0.006728795217182465,0.049899883749636886
0.045482595635599185,0.0368681857449048
0.052972141364473695,-0.011525703500256536
0.05483037021418893,0.04965415708931591
0.08881328029995737,0.013111707703393658
0.06812014544038471,0.07393623853164726
0.08055449914570173,0.08036052801311269
0.0579360976577748,0.006785826682691891
0.040288413923716127,0.09226531058064855
0.04251534476909253,0.041963849746884406
0.053901663910100005,0.018836102465188496
0.03899272469496844,0.045130258719584336
0.039457432200102026,0.009789274229339104
0.06443360843341177,-0.03821969506161075
0.07522149745862534,0.10449949286353598
0.08116958031335413,0.05483716002725235
0.010684613654599488,-0.0008630471392486641
0.08737241538167936,0.0675237260361441
0.0025101450416684804,0.016007483214297853
0.07249141700596294,0.005784480812263701
0.008639994926068945,0.08305168956632351
0.07959743187240409,0.062262158882954236
0.0930994627590213,0.037237187164436386
0.06257590250536228,0.06638335965808195
0.07368567088500497,0.0958490291220674
0.13259149715020002,0.02556105039036131
0.09828300722638614,0.052332788726045784
0.09759665630849099,0.0919512431782802
0.058336750327361776,0.10233007197563289
0.0711684634341783,0.05635407035281941
0.08161910302614202,0.08226737327331812
0.08735384984305634,0.07982048127564723
0.05519103006552787,0.0702537217052265
0.0908100948730275,0.09562276814704927
0.026449416080236862,-0.1507249263827036
-0.03614067828095319,-0.07932804872233454
-0.05095887222980324,-0.05742574065723911
0.01864083986579974,-0.07688831415648119
0.07777876405420137,-0.07748460978050102
-0.007371981089234498,-0.08233063112352988
0.03908792701516629,-0.021323840051987026
0.09807951690664411,-0.088150208044795
0.021374664441061602,-0.11786754230404761
-0.021748999801162645,-0.027111524045470854
0.1268609051292296,-0.06038793574317144
-0.02356694852745346,-0.052049938471745334
0.045788243918475156,-0.03398988867976912
-0.024072244076389897,-0.06334057880493452
0.0770262221874522,0.038163284980956225
0.0769890202140998,-0.04527331916868484
0.004733668634956752,-0.11737527497995127
0.049263729551639435,-0.11112848991342598
-0.03634059099544025,-0.06689662842179583
0.09281667065296478,-0.022189325312854988
-0.003022326166588425,-0.03926773262836533
0.05132351203043818,-0.15329481076899085
0.04643808539357041,-0.06371996646878249
-0.00478318408589802,-0.11077051975637246
-0.09973461788053237,-0.022876629972781826
0.05282358229953847,-0.0505908109026922
0.05092132752851624,-0.08850943265873489
-0.010873542846434105,-0.1059449485083583
-0.01691563829727666,-0.09896845975917898
-0.035223623547872444,-0.08569042899376317
-0.009160065342092072,-0.13168941875238668
-0.02461430446031425,-0.1070081607442269
-0.03758708070225188,-0.08753303578186136
-0.05131727765563628,-0.09118304428705122
0.043678736368572724,-0.09864363671435065
0.04790390830092276,-0.08819838349612033
0.10236328955396361,0.002931432353894821
0.008730141511751563,0.004555108662764423
0.061720864381850406,-0.11862602005221146
0.07356446837539107,-0.05961684637958202
0.05814435409441879,-0.08726184717375242
0.053790149131799615,-0.11203683588236237
0.01787604733797011,-0.11960438483773109
-0.01256543401685196,-0.050298643178350234
0.002401578260976812,-0.13683540577857747
0.028137313780007993,-0.10205718999795783
-0.06980242679105353,-0.09033017484583131
0.003981689785019472,-0.10517993102809721
-0.04849273339590749,-0.07717016907748983
0.027117593904395016,-0.10989157805193785
0.05851968682271442,-0.043245567772939045
0.05466677049702605,-0.055463268697454285
-0.006725631681753473,-0.09835844681080232
-0.06127398201417858,-0.02424698139266541
-0.0049733380818162976,-0.10011618182317361
-0.028527639921785697,-0.09138383795547987
0.022614911828566245,-0.15461128033542496
0.017685825872761532,-0.1348673763272718
0.008291322616537781,-0.08708719135974428
-0.07019224562180854,-0.08776541624588785
0.001938710562666489,-0.10983695922133008
0.017851978811665586,-0.051112186724892365
-0.023586066839446865,0.03133690052594397
-0.06748510134107094,-0.02389297413964881
-0.02766943992249396,-0.04275103801174738
0.02766675754103152,-0.049634193068119885
-0.010351813224227622,-0.1018762440757637
-0.013194325886714434,-0.06232775223804888
-0.07222701997735685,-0.051766515540066387
-0.017193670211917696,-0.09426007048047112
-0.07156838154803585,-0.06469109509940024
-0.01905884277061587,-0.0008655287900956751
-0.07388982762182221,0.004193940740507762
-0.09697635448508309,-0.005790257920586402
-0.06738081521606158,0.00555269297103287
-0.05948799406025439,-0.04167372189633004
-0.09980723234560542,-0.0044130001529159866
-0.1371426858866637,-0.0153401363903027
-0.15465932423215664,0.013873766524965926
-0.10361060741415912,-0.011853264775489812
-0.09189608857256944,0.00469022201138426
-0.09826334307837273,0.0012960516405622813
-0.07108112554162692,-0.002668776182000689
-0.11252988738161526,0.005757042892249641
-0.08718119336903332,0.0025436590984219366
-0.06664027736140983,0.051730609295719474
-0.07746947789725911,0.0016344305017307451
-0.1443728148511327,-0.010138778675696524
-0.1395887912590995,0.04052140427460512
-0.10280780734259365,0.05601687668421121
-0.11291824112812432,0.08613504834527246
-0.09351748324291069,0.10796815828985176
-0.09415094406973484,0.09230256170120794
-0.06724054530488753,0.07370045207579484
-0.09727946389227515,0.08858761020255246
-0.07457572585146635,0.003083379420941122
-0.13868596056814866,0.06350991698194661
-0.10642072421385458,0.07225877047848978
-0.13833679359685327,0.0499465063110807
-0.04864726389989544,0.1396305541057482
-0.06123040141255324,0.09895752382793714
-0.12032465316729275,0.01909586165854921
-0.07870158158716109,0.04200965099718524
-0.10509435796272153,0.01734439684032473
-0.08021439892686372,0.017069079912152774
-0.1037298309165642,0.052849653254127105
-0.125006858123491,0.015025320759013217
-0.09695521909616803,0.12030085892914427
-0.10110480281437625,0.047707267753010714
-0.08221782027132479,0.09442484530843251
-0.10798761450813532,0.12364261022339702
-0.0967458267212173,-0.027076233955552125
-0.12588292746624094,0.01959488676746172
-0.08801825807182498,0.08556407056407898
-0.12954543641254565,0.07833616191303448
-0.09671944956289692,0.06974517100476606
-0.09793993933051745,0.12174759743006233
-0.08157592666946098,0.10143354872335551
-0.14003822653371495,0.11478394963938679
