ICA1_best,ICA2_best
0.11795584178984012,0.07659856845024837
0.08120097956130766,-0.004063567355662775
0.07802399729202748,0.057660306560047864
0.11834170561640624,0.14489648132886024
0.026898571644008083,0.036193665637858474
0.09173267653243868,0.11127926038402937
0.09217146153774769,0.062167110073515476
0.07673201287676608,0.07708967124331113
0.08221104906413781,0.05171021585273764
0.09464559670720471,0.05136330255516193
0.11658413248668315,0.07536311338605273
0.06661264190238797,0.03460532895730517
0.07285088358799878,0.04109441413351286
0.10290051977024443,0.06451343619220161
0.1369339824502193,0.12007123558320645
0.07512321642812023,0.0874934323422522
0.06186628317405319,0.11171889952569723
0.04796505061158326,0.07975098463011837
0.10258804155946147,0.13496563463289998
0.06543020642792488,0.05689998501817818
0.10892872013474504,0.04705633002195114
0.03897634901437167,0.014745089827252282
0.09669793123362247,0.0007515524288630672
0.07024704187787782,-0.020297946253056823
0.07120911512748922,-0.01582638854444807
0.03152395468328871,0.01807318955434622
0.056799105931259204,0.035650973694374775
0.050196504636607485,0.001818981329619703
0.07449788644324808,0.031551255804682
0.09086125469334633,0.017227017925437165
0.07765900871831888,0.0635578095576527
0.08610088128128139,0.08259045272833423
0.05565423608456611,0.004102194087230821
0.062341584224709624,0.0751142554776556
0.050142647662547064,0.03248725991898326
0.06600596743296948,0.012959315876435833
0.044082609831150595,0.03089391813804817
0.03951200704935629,0.008051599861913292
0.05462018725434865,-0.028880633167816333
0.07733341921219293,0.09283433808792742
0.08108761015334667,0.04664688699063147
0.015050687870489955,0.012471594664721912
0.09762517622206987,0.0639230820283863
0.004414067898552122,0.017737515799508302
0.07024626503181022,0.007086972657817208
0.030256689359222048,0.08445685844592402
0.08530868637288509,0.06554601977056689
0.0904765096036377,0.044135626877754235
0.06144630196921783,0.06587235596285136
0.07981348866155105,0.0981398682738173
0.10650661341160102,0.033505816304998985
0.10260837881945799,0.04490058836636927
0.10543167178103369,0.09086773981934573
0.07160759728938615,0.093855475754457
0.07268003338461351,0.05684663484712758
0.08465243937010862,0.07253762341638903
0.09115807870964761,0.07779460673165524
0.06349361636250435,0.06469729409185036
0.09282031347444195,0.09497055358520388
-0.007667762586556919,-0.12188005064427868
-0.04475511656402347,-0.07232176416714603
-0.06514865155332396,-0.04081721802131981
0.013011420843542803,-0.05915630364192206
0.07059199047296111,-0.07812114510639515
-0.012174030534976987,-0.0957167355285838
